source_id,destination_id,units_shipped,total_cost
S98e66d8,Df4d06c4,18708,1469.26
S98e66d8,D4cf8ef3,15619,-1228.69
S98e66d8,Df4d06c4,12635,360.56
S98e66d8,D4cf8ef3,14796,8305.49
S98e66d8,D0f6eec2,11727,1597.8
S98e66d8,D0f6eec2,18271,479.61
S98e66d8,D7cefff4,18698,4440.78
S98e66d8,D4364665,13249,769.7
S98e66d8,D0f6eec2,19672,2286.87
S98e66d8,D4364665,18150,4502.93
S98e66d8,D7cefff4,15685,1686.14
S98e66d8,D4364665,10259,596.0
S98e66d8,Df4d06c4,13585,387.67
S98e66d8,D7cefff4,13897,243.2
S98e66d8,Df4d06c4,19212,548.24
S98e66d8,D9661ca9,16022,20.54
S98e66d8,D4cf8ef3,10449,6596.8
S98e66d8,D4364665,10662,512.79
S98e66d8,D0f6eec2,15216,2529.66
S98e66d8,D4364665,16751,1643.19
S98e66d8,D9661ca9,18186,568.9
S98e66d8,D4cf8ef3,12275,5171.87
S98e66d8,D0f6eec2,11460,530.02
S98e66d8,Df4d06c4,16849,312.32
S98e66d8,Df4d06c4,14806,1903.11
S98e66d8,D0f6eec2,10648,1344.31
S98e66d8,D9661ca9,18691,2266.88
S98e66d8,D4364665,13011,495.66
S98e66d8,D4cf8ef3,17491,1072.78
S98e66d8,D4364665,15803,127.93
S98e66d8,D4cf8ef3,11796,13463.17
S98e66d8,D4364665,19340,543.36
